partner_id,partner_name,city,vehicle_type,rating
DP0115047,Patricia Gupta,Delhi,Scooter,4.5
DP0115048,William Verma,Kolkata,E-Bike,4.8
DP0115049,Aarav Verma,Bangalore,Bicycle,3.4
DP0115050,Michael Malhotra,Mumbai,E-Bike,3.3
DP0115051,Sai Patel,Mumbai,Bike,3.6
DP0115052,Mary Miller,Bangalore,Bicycle,3.6
DP0115053,Pooja Rao,Bangalore,Scooter,3.7
DP0115054,Meera Gupta,Chennai,Scooter,3.3
DP0115055,Amit Kapoor,Hyderabad,E-Bike,4.3
DP0115056,Sneha Sharma,Chennai,Bike,4.3
DP0115057,Amit Nair,Pune,E-Bike,4
DP0115058,Ananya Gupta,Kolkata,Bicycle,4.5
DP0115059,James Nair,Delhi,E-Bike,3.5
DP0115060,Isha Chopra,Pune,Bicycle,4
DP0115061,Ayaan Jones,Hyderabad,E-Bike,3.1
DP0115062,Dhruv Gupta,Kolkata,Scooter,4.8
DP0115063,Arjun Kapoor,Bangalore,Scooter,3.5
DP0115064,John Bose,Hyderabad,Bicycle,3.8
DP0115065,Ananya Davis,Chennai,Scooter,3.8
DP0115066,Michael Chopra,Hyderabad,Bicycle,4.9
DP0115067,Rohan Kapoor,Kolkata,Scooter,5
DP0115068,Sneha Kapoor,Bangalore,E-Bike,3.1
DP0115069,Aryan Chopra,Pune,Bike,3
DP0115070,Elizabeth Johnson,Pune,Scooter,4
DP0115071,Nikhil Williams,Pune,Scooter,4.6
DP0115072,Amit Singh,Bangalore,Scooter,4.2
DP0115073,Vikram Smith,Delhi,Scooter,4.1
DP0115074,Patricia Chatterjee,Bangalore,Scooter,3.6
DP0115075,Reyansh Garcia,Hyderabad,Scooter,4.7
DP0115076,Meera Anderson,Chennai,Scooter,4.8
DP0115077,Rohan Gupta,Mumbai,Bicycle,4
DP0115078,Karan Chatterjee,Pune,Bike,3.3
DP0115079,Mary Anderson,Kolkata,Bike,4
DP0115080,Reyansh Chatterjee,Hyderabad,Bike,3.4
DP0115081,Meera Verma,Chennai,Bike,3
DP0115082,Ishaan Bose,Bangalore,E-Bike,4.6
DP0115083,Jennifer Singh,Chennai,Scooter,3.1
DP0115084,Amit Garcia,Chennai,Scooter,3.3
DP0115085,Neha Garcia,Hyderabad,Bike,4.4
DP0115086,Mary Mukherjee,Pune,Bicycle,4.2
DP0115087,Kavya Jones,Bangalore,Scooter,3.1
DP0115088,Sneha Brown,Hyderabad,E-Bike,4.5
DP0115089,Rohan Jones,Kolkata,Bicycle,4
DP0115090,Robert Kapoor,Delhi,Bicycle,4.3
DP0115091,Riya Kapoor,Chennai,Scooter,3.9
DP0115092,Aadhya Nair,Mumbai,Bicycle,3.8
DP0115093,Amit Iyer,Pune,Bicycle,3
DP0115094,Meera Das,Delhi,Scooter,3.1
DP0115095,Karan Brown,Chennai,E-Bike,3.1
DP0115096,Sai Kumar,Bangalore,Bicycle,3.8
DP0115097,Patricia Nair,Pune,Scooter,3.9
DP0115098,Priya Joshi,Delhi,Bicycle,3.5
DP0115099,Aadhya Kumar,Bangalore,Bicycle,3.3
DP0115100,Diya Gupta,Hyderabad,Bicycle,4
DP0115101,Kavya Chopra,Hyderabad,Scooter,4
DP0115102,Anjali Chopra,Mumbai,Bike,3.4
DP0115103,Vikram Kapoor,Bangalore,Bike,3.1
DP0115104,Robert Johnson,Pune,Scooter,4
DP0115105,Reyansh Das,Bangalore,Bicycle,3.2
DP0115106,Elizabeth Brown,Bangalore,Bicycle,4.8
DP0115107,Sneha Mukherjee,Bangalore,Bicycle,3.3
DP0115108,Ananya Bose,Bangalore,E-Bike,4.6
DP0115109,Jennifer Nair,Mumbai,Bike,4
DP0115110,Ishaan Das,Hyderabad,Bicycle,4
DP0115111,John Verma,Chennai,Bike,4.1
DP0115112,Pooja Johnson,Kolkata,Bicycle,3.8
DP0115113,Patricia Miller,Kolkata,E-Bike,4.1
DP0115114,Aryan Singh,Mumbai,E-Bike,3.4
DP0115115,Neha Mukherjee,Delhi,Bike,3.3
DP0115116,Reyansh Nair,Delhi,Bicycle,5
DP0115117,Karan Smith,Delhi,Bicycle,3.3
DP0115118,Amit Das,Kolkata,Bike,3.3
DP0115119,Myra Mukherjee,Hyderabad,Scooter,4.3
DP0115120,Rohan Bose,Chennai,Bicycle,4
DP0115121,Riya Mukherjee,Chennai,Scooter,4
DP0115122,Isha Chopra,Hyderabad,Bike,4
DP0115123,Isha Miller,Delhi,Bike,4.8
DP0115124,Ayaan Malhotra,Hyderabad,Scooter,4.7
DP0115125,Robert Verma,Pune,E-Bike,4.6
DP0115126,Rahul Sharma,Mumbai,Scooter,4.8
DP0115127,Ishaan Nair,Delhi,E-Bike,3.5
DP0115128,Saanvi Mehta,Pune,Scooter,3.3
DP0115129,Kiara Chatterjee,Hyderabad,Bike,4.4
DP0115130,Susan Rao,Pune,Bicycle,4
DP0115131,Amit Joshi,Chennai,Bike,3.1
DP0115132,Sai Singh,Pune,Bicycle,3.3
DP0115133,Riya Malhotra,Pune,Bicycle,4
DP0115134,Nikhil Smith,Chennai,Scooter,4.4
DP0115135,Rahul Verma,Chennai,Bicycle,4.9
DP0115136,Rohan Malhotra,Mumbai,Scooter,4.2
DP0115137,Susan Anderson,Bangalore,Scooter,4
DP0115138,Rohan Gupta,Kolkata,Scooter,4.1
DP0115139,Kabir Joshi,Hyderabad,Bicycle,5
DP0115140,Michael Johnson,Pune,Scooter,4.3
DP0115141,Meera Anderson,Bangalore,E-Bike,4.4
DP0115142,Karan Nair,Chennai,E-Bike,4.3
DP0115143,Vihaan Singh,Chennai,Bicycle,3.1
DP0115144,Neha Nair,Delhi,E-Bike,4
DP0115145,Priya Malhotra,Chennai,E-Bike,4.9
DP0115146,Anjali Joshi,Delhi,E-Bike,4
DP0115147,Saanvi Williams,Pune,Bike,4
DP0115148,Kabir Anderson,Bangalore,E-Bike,3.4
DP0115149,Reyansh Iyer,Delhi,Bicycle,3.6
DP0115150,Linda Gupta,Bangalore,Bicycle,3.2
DP0115151,Aryan Singh,Kolkata,E-Bike,3.3
DP0115152,Ishaan Kapoor,Delhi,Bicycle,4.3
DP0115153,Reyansh Nair,Kolkata,E-Bike,4.4
DP0115154,Riya Kumar,Hyderabad,Bicycle,3.3
DP0115155,Kiara Singh,Mumbai,Bicycle,4.5
DP0115156,Krishna Malhotra,Mumbai,Scooter,4
DP0115157,Linda Kumar,Mumbai,Bike,4
DP0115158,Sneha Joshi,Pune,E-Bike,4
DP0115159,Sai Brown,Delhi,E-Bike,4.1
DP0115160,Robert Kumar,Kolkata,E-Bike,4
DP0115161,Aryan Verma,Delhi,Scooter,4.7
DP0115162,Krishna Brown,Chennai,Bicycle,4.9
DP0115163,Aditya Johnson,Hyderabad,Bicycle,4.1
DP0115164,Saanvi Bhatt,Bangalore,E-Bike,4.1
DP0115165,Meera Rao,Kolkata,Bike,4.1
DP0115166,Dhruv Das,Chennai,E-Bike,4.2
DP0115167,Anjali Das,Kolkata,E-Bike,4.9
DP0115168,Kavya Williams,Hyderabad,Scooter,4.8
DP0115169,Arjun Bose,Mumbai,Bicycle,3.2
DP0115170,Reyansh Garcia,Hyderabad,E-Bike,3.6
DP0115171,Ayaan Das,Bangalore,Scooter,4.5
DP0115172,Raj Jones,Pune,Scooter,3.2
DP0115173,Sneha Das,Bangalore,Bike,3.5
DP0115174,Aditya Davis,Hyderabad,Scooter,4.9
DP0115175,Aryan Singh,Bangalore,Bike,3.9
DP0115176,Patricia Chatterjee,Delhi,Bike,4
DP0115177,Ayaan Anderson,Bangalore,Scooter,5
DP0115178,Reyansh Gupta,Bangalore,Bicycle,5
DP0115179,Amit Iyer,Kolkata,Bicycle,4.1
DP0115180,Pooja Patel,Hyderabad,Scooter,4.2
DP0115181,Neha Davis,Delhi,E-Bike,4.9
DP0115182,Rahul Chatterjee,Kolkata,Scooter,3
DP0115183,Rahul Davis,Mumbai,Bicycle,3.3
DP0115184,Rohan Reddy,Delhi,Bicycle,4.2
DP0115185,James Rao,Mumbai,E-Bike,3.6
DP0115186,Susan Williams,Bangalore,Scooter,4.4
DP0115187,Robert Iyer,Delhi,Bicycle,3.6
DP0115188,Priya Brown,Mumbai,Bike,3.4
DP0115189,John Chatterjee,Hyderabad,Scooter,4
DP0115190,John Singh,Mumbai,E-Bike,4.7
DP0115191,Riya Rao,Chennai,Scooter,4.4
DP0115192,John Das,Pune,Bike,4.8
DP0115193,Karan Bhatt,Pune,E-Bike,4.4
DP0115194,Pooja Jones,Kolkata,Bike,4
DP0115195,Kabir Chatterjee,Mumbai,Scooter,4.7
DP0115196,Arjun Bhatt,Mumbai,E-Bike,4.4
DP0115197,Krishna Sharma,Pune,E-Bike,3.2
DP0115198,Jennifer Miller,Kolkata,Scooter,4.7
DP0115199,Rahul Gupta,Chennai,E-Bike,4.2
DP0115200,Linda Sharma,Pune,E-Bike,4.7
DP0115201,James Nair,Bangalore,E-Bike,4
DP0115202,Dhruv Smith,Mumbai,Bike,5
DP0115203,James Smith,Kolkata,E-Bike,3.8
DP0115204,Isha Garcia,Pune,Bike,4
DP0115205,Mary Kumar,Kolkata,Scooter,3.6
DP0115206,Ananya Kumar,Pune,Scooter,4
DP0115207,Reyansh Garcia,Delhi,Scooter,4.4
DP0115208,Elizabeth Chopra,Mumbai,Bike,4
DP0115209,Ayaan Gupta,Kolkata,Bicycle,3.3
DP0115210,Aryan Wilson,Kolkata,Bicycle,4.9
DP0115211,James Nair,Chennai,Bike,3.9
DP0115212,Diya Gupta,Chennai,Bike,3.9
DP0115213,Aditya Singh,Kolkata,Scooter,4.5
DP0115214,Ananya Brown,Hyderabad,Bike,4
DP0115215,Kabir Bose,Kolkata,Scooter,4.9
DP0115216,Ayaan Joshi,Bangalore,Bike,4
DP0115217,Kabir Brown,Delhi,Bike,4.5
DP0115218,Sai Bose,Mumbai,Bike,4.3
DP0115219,James Garcia,Kolkata,Scooter,3.9
DP0115220,Kiara Patel,Pune,E-Bike,3.8
DP0115221,Susan Mukherjee,Delhi,Scooter,3.1
DP0115222,Michael Nair,Mumbai,Bike,4.7
DP0115223,James Bhatt,Chennai,Bike,4
DP0115224,Rohan Williams,Bangalore,Bicycle,4.1
DP0115225,Sai Jones,Delhi,E-Bike,4.8
DP0115226,Raj Chopra,Hyderabad,Bicycle,4.1
DP0115227,Arjun Malhotra,Chennai,Scooter,4.7
DP0115228,Diya Mukherjee,Mumbai,Scooter,3.1
DP0115229,James Miller,Pune,Bicycle,3.8
DP0115230,Susan Wilson,Delhi,Bicycle,3.2
DP0115231,Sai Wilson,Bangalore,E-Bike,4.7
DP0115232,Vikram Wilson,Hyderabad,Bicycle,3.9
DP0115233,Vihaan Brown,Chennai,E-Bike,4
DP0115234,Rahul Mukherjee,Pune,E-Bike,4.6
DP0115235,Neha Kumar,Kolkata,E-Bike,4
DP0115236,Myra Davis,Chennai,Scooter,3.9
DP0115237,Neha Mehta,Mumbai,Bicycle,4.5
DP0115238,Vihaan Iyer,Hyderabad,E-Bike,4.2
DP0115239,William Smith,Pune,Bicycle,4
DP0115240,Meera Smith,Pune,Scooter,4.7
DP0115241,Susan Wilson,Chennai,E-Bike,3.6
DP0115242,Patricia Garcia,Bangalore,Bicycle,3.6
DP0115243,Elizabeth Miller,Kolkata,Bike,4.3
DP0115244,Aditya Sharma,Chennai,Bike,3
DP0115245,Arjun Gupta,Kolkata,E-Bike,3.8
DP0115246,Saanvi Reddy,Pune,Bike,4.3
DP0115247,Priya Johnson,Hyderabad,Bike,4.2
DP0115248,Riya Garcia,Hyderabad,E-Bike,4.6
DP0115249,Rohan Davis,Kolkata,Bike,3.4
DP0115250,Raj Patel,Delhi,Scooter,3.6
DP0115251,Dhruv Mehta,Delhi,E-Bike,4.9
DP0115252,David Patel,Pune,Scooter,4.5
DP0115253,Riya Garcia,Delhi,E-Bike,4
DP0115254,Patricia Singh,Chennai,Bicycle,4.6
DP0115255,Vikram Johnson,Bangalore,Bike,3.4
DP0115256,William Gupta,Kolkata,Bicycle,3.5
DP0115257,Ananya Davis,Kolkata,Scooter,4.4
DP0115258,Arjun Williams,Pune,Bike,4.2
DP0115259,Kiara Bhatt,Pune,Scooter,4.6
DP0115260,Aadhya Wilson,Bangalore,E-Bike,3.7
DP0115261,Dhruv Malhotra,Mumbai,Scooter,5
DP0115262,Michael Verma,Pune,Bike,4.1
DP0115263,Aadhya Verma,Bangalore,Bicycle,4.9
DP0115264,Jennifer Jones,Delhi,Scooter,4.9
DP0115265,Myra Kapoor,Mumbai,Bike,3.5
DP0115266,David Verma,Mumbai,Scooter,3.1
DP0115267,Isha Kumar,Chennai,Bike,3.6
DP0115268,Diya Malhotra,Pune,Bike,4.4
DP0115269,Ananya Iyer,Mumbai,Bicycle,4.8
DP0115270,Raj Johnson,Chennai,Bike,4.2
DP0115271,David Smith,Delhi,E-Bike,4.5
DP0115272,Krishna Kapoor,Chennai,Scooter,4
DP0115273,Pooja Das,Mumbai,Bike,4.2
DP0115274,Anjali Garcia,Chennai,Bike,4.5
DP0115275,David Davis,Chennai,Bicycle,4.9
DP0115276,Rohan Kumar,Bangalore,E-Bike,4.1
DP0115277,Aadhya Smith,Mumbai,Bike,3.6
DP0115278,Vivaan Malhotra,Delhi,E-Bike,3.1
DP0115279,Aryan Miller,Hyderabad,Scooter,3.3
DP0115280,Patricia Sharma,Kolkata,E-Bike,3.6
DP0115281,Elizabeth Jones,Kolkata,E-Bike,4.3
DP0115282,James Nair,Kolkata,Scooter,3.9
DP0115283,Vivaan Garcia,Pune,Scooter,3.6
DP0115284,Vihaan Chopra,Kolkata,Scooter,4
DP0115285,Ananya Miller,Kolkata,Scooter,3.7
DP0115286,Vikram Malhotra,Delhi,Bike,3
DP0115287,Raj Patel,Bangalore,Scooter,4
DP0115288,Aarav Gupta,Mumbai,Bike,4
DP0115289,Pooja Mukherjee,Hyderabad,Bike,4
DP0115290,Aadhya Smith,Pune,Bicycle,3.2
DP0115291,Patricia Kumar,Bangalore,Scooter,4
DP0115292,Rohan Miller,Kolkata,E-Bike,3
DP0115293,Raj Anderson,Pune,E-Bike,3.7
DP0115294,James Gupta,Kolkata,Bicycle,3.8
DP0115295,Ishaan Chatterjee,Pune,Bike,4
DP0115296,Raj Mukherjee,Pune,Scooter,4.3
DP0115297,Jennifer Davis,Delhi,Bike,4
DP0115298,Mary Garcia,Mumbai,Bike,4
DP0115299,Myra Garcia,Chennai,Scooter,4.9
DP0115300,Ayaan Anderson,Pune,Scooter,3.7
DP0115301,Ishaan Rao,Chennai,Scooter,3.3
DP0115302,Amit Joshi,Chennai,Bike,4.2
DP0115303,Raj Verma,Chennai,E-Bike,3.8
DP0115304,Michael Chopra,Mumbai,E-Bike,4
DP0115305,Aryan Jones,Hyderabad,Scooter,3.6
DP0115306,Aryan Miller,Pune,Bike,3
DP0115307,Aditya Anderson,Hyderabad,E-Bike,3.8
DP0115308,Dhruv Anderson,Chennai,Bike,3.2
DP0115309,William Chopra,Delhi,Bike,3.1
DP0115310,Ishaan Gupta,Chennai,Bicycle,3.9
DP0115311,Robert Miller,Delhi,Scooter,4.3
DP0115312,Dhruv Wilson,Kolkata,Scooter,4.5
DP0115313,Sai Williams,Bangalore,Scooter,3.1
DP0115314,Patricia Mehta,Pune,E-Bike,3.9
DP0115315,Vikram Patel,Pune,Scooter,3.8
DP0115316,Arjun Bhatt,Chennai,E-Bike,3.2
DP0115317,Kabir Chatterjee,Mumbai,Bicycle,3.5
DP0115318,Susan Jones,Bangalore,Bike,4.9
DP0115319,John Bose,Mumbai,E-Bike,4.8
DP0115320,Neha Joshi,Kolkata,Bike,3.8
DP0115321,Arjun Iyer,Bangalore,Bike,3.8
DP0115322,Rohan Jones,Hyderabad,E-Bike,3.3
DP0115323,Aditya Nair,Delhi,Bike,3.8
DP0115324,Karan Anderson,Chennai,Bicycle,4
DP0115325,Sai Das,Delhi,Scooter,3.3
DP0115326,Vihaan Anderson,Bangalore,Bike,3.3
DP0115327,David Jones,Hyderabad,E-Bike,5
DP0115328,Mary Gupta,Pune,Bicycle,4.1
DP0115329,Riya Wilson,Pune,E-Bike,3.8
DP0115330,Kavya Kumar,Hyderabad,Bicycle,4.9
DP0115331,Neha Gupta,Hyderabad,Scooter,4
DP0115332,Ananya Iyer,Mumbai,E-Bike,3.7
DP0115333,Mary Chatterjee,Hyderabad,Bicycle,3.7
DP0115334,Linda Davis,Delhi,Bike,4
DP0115335,Reyansh Patel,Hyderabad,Scooter,3.2
DP0115336,Jennifer Das,Bangalore,Bicycle,4.2
DP0115337,Linda Jones,Mumbai,E-Bike,4
DP0115338,Vihaan Johnson,Mumbai,Bicycle,3
DP0115339,Neha Iyer,Hyderabad,Bicycle,3.6
DP0115340,Linda Verma,Mumbai,E-Bike,4
DP0115341,Ananya Sharma,Hyderabad,Bicycle,4.1
DP0115342,David Gupta,Mumbai,Bicycle,3.9
DP0115343,David Williams,Chennai,E-Bike,4.1
DP0115344,Aarav Nair,Bangalore,Bike,4.4
DP0115345,Ananya Rao,Pune,E-Bike,4.7
DP0115346,Michael Smith,Kolkata,E-Bike,3.2
DP0115347,Dhruv Kapoor,Chennai,Bike,4.1
DP0115348,Sneha Chopra,Hyderabad,Scooter,4.5
DP0115349,John Gupta,Bangalore,Bicycle,4.6
DP0115350,Rohan Rao,Chennai,Bicycle,4
DP0115351,Aditya Nair,Bangalore,Bike,3.7
DP0115352,Sai Williams,Pune,E-Bike,5
DP0115353,Ishaan Kapoor,Chennai,Scooter,3.2
DP0115354,Nikhil Malhotra,Bangalore,Bicycle,3.5
DP0115355,Nikhil Anderson,Bangalore,E-Bike,3.3
DP0115356,Ishaan Malhotra,Bangalore,Bike,3.7
DP0115357,Elizabeth Miller,Mumbai,Scooter,4.3
DP0115358,Reyansh Chatterjee,Hyderabad,Scooter,3.4
DP0115359,Jennifer Singh,Bangalore,Scooter,4
DP0115360,Meera Jones,Kolkata,Bicycle,4
DP0115361,Mary Singh,Chennai,Bike,3.1
DP0115362,Nikhil Bhatt,Delhi,Bicycle,3.7
DP0115363,Vivaan Gupta,Pune,Bike,4
DP0115364,Linda Brown,Mumbai,Bicycle,4.6
DP0115365,Patricia Kapoor,Bangalore,Bicycle,3.4
DP0115366,Neha Williams,Hyderabad,Bicycle,4
DP0115367,Aarav Bhatt,Mumbai,Bicycle,4
DP0115368,James Rao,Bangalore,Bicycle,4.5
DP0115369,Aditya Johnson,Kolkata,Bicycle,4.1
DP0115370,Riya Nair,Delhi,Bicycle,3.1
DP0115371,Kabir Nair,Chennai,E-Bike,4.7
DP0115372,Aryan Mehta,Pune,Scooter,3.5
DP0115373,Amit Williams,Delhi,Scooter,4.6
DP0115374,Anjali Johnson,Kolkata,E-Bike,4.7
DP0115375,Mary Das,Hyderabad,Bicycle,4.9
DP0115376,William Johnson,Delhi,Bike,4.2
DP0115377,Michael Mukherjee,Pune,E-Bike,3.8
DP0115378,Kavya Johnson,Mumbai,Scooter,4.1
DP0115379,Aadhya Kapoor,Kolkata,Bike,4.5
DP0115380,Elizabeth Chopra,Pune,Scooter,4
DP0115381,Vivaan Malhotra,Kolkata,Bicycle,3.6
DP0115382,Patricia Chatterjee,Pune,Bicycle,4.5
DP0115383,Arjun Bose,Chennai,Bike,4.7
DP0115384,Rahul Gupta,Kolkata,Bicycle,4.3
DP0115385,Rohan Chatterjee,Kolkata,Bicycle,4.4
DP0115386,Arjun Williams,Mumbai,Bicycle,3.5
DP0115387,Myra Williams,Hyderabad,Scooter,3.3
DP0115388,Kiara Malhotra,Delhi,Bicycle,3.1
DP0115389,Neha Johnson,Delhi,Scooter,3.6
DP0115390,Ayaan Anderson,Bangalore,Scooter,4
DP0115391,Vihaan Chatterjee,Delhi,Scooter,3.6
DP0115392,Dhruv Sharma,Bangalore,Bike,4.3
DP0115393,Susan Mukherjee,Pune,Bike,4.5
DP0115394,Ayaan Rao,Kolkata,E-Bike,4
DP0115395,Saanvi Mehta,Kolkata,Scooter,3.3
DP0115396,Raj Sharma,Chennai,Bicycle,3.7
DP0115397,Aditya Malhotra,Kolkata,E-Bike,4
DP0115398,Kabir Gupta,Hyderabad,Bicycle,3.8
DP0115399,Amit Iyer,Kolkata,Bike,4.6
DP0115400,Pooja Kapoor,Mumbai,E-Bike,4.9
DP0115401,Pooja Jones,Hyderabad,Bike,4.8
DP0115402,Anjali Verma,Pune,Bicycle,4
DP0115403,Susan Davis,Chennai,Bicycle,4.8
DP0115404,Aadhya Garcia,Chennai,Scooter,4
DP0115405,James Davis,Hyderabad,Bicycle,4
DP0115406,Vihaan Chopra,Bangalore,Bike,3.9
DP0115407,Krishna Kumar,Pune,Bicycle,4.9
DP0115408,Rohan Patel,Mumbai,Bike,4
DP0115409,Robert Sharma,Delhi,Bike,4.5
DP0115410,Arjun Jones,Pune,Scooter,4.8
DP0115411,Vihaan Wilson,Pune,Bicycle,3.7
DP0115412,Ishaan Smith,Hyderabad,Bike,3.1
DP0115413,Ishaan Bose,Chennai,E-Bike,4
DP0115414,Rohan Smith,Mumbai,Scooter,3.8
DP0115415,Karan Kumar,Hyderabad,E-Bike,3.6
DP0115416,Kiara Chopra,Chennai,E-Bike,4.6
DP0115417,Aditya Brown,Hyderabad,Bike,3.3
DP0115418,Neha Garcia,Chennai,Bicycle,4.3
DP0115419,Pooja Das,Mumbai,Scooter,3.5
DP0115420,Priya Johnson,Bangalore,Bike,4.8
DP0115421,Vikram Bose,Mumbai,Bicycle,4.5
DP0115422,Arjun Reddy,Bangalore,Scooter,3.2
DP0115423,Rahul Chopra,Hyderabad,Scooter,4.3
DP0115424,James Bhatt,Pune,Scooter,4.9
DP0115425,John Davis,Hyderabad,Scooter,3.6
DP0115426,Michael Verma,Delhi,Bicycle,3.1
DP0115427,Ayaan Reddy,Bangalore,Bicycle,4
DP0115428,Anjali Garcia,Delhi,Bicycle,3.1
DP0115429,William Gupta,Chennai,E-Bike,3.9
DP0115430,Ishaan Brown,Pune,Scooter,4.8
DP0115431,Amit Gupta,Delhi,Scooter,4
DP0115432,Pooja Rao,Mumbai,Scooter,4
DP0115433,Susan Iyer,Chennai,E-Bike,4.6
DP0115434,Amit Reddy,Pune,Bike,4
DP0115435,Amit Mehta,Chennai,Bicycle,4
DP0115436,Michael Bose,Pune,E-Bike,3.2
DP0115437,Sai Patel,Mumbai,Scooter,4.9
DP0115438,Susan Miller,Hyderabad,Bike,4.9
DP0115439,Vihaan Wilson,Bangalore,E-Bike,4
DP0115440,Neha Chatterjee,Pune,Bicycle,3.2
DP0115441,Raj Bhatt,Delhi,E-Bike,4.5
DP0115442,Vikram Wilson,Pune,Bike,4.1
DP0115443,Riya Patel,Pune,E-Bike,4
DP0115444,Michael Garcia,Pune,Bicycle,4.7
DP0115445,Anjali Garcia,Bangalore,Scooter,3
DP0115446,Neha Garcia,Kolkata,Bike,3.4
DP0115447,Vikram Mehta,Mumbai,E-Bike,3.4
DP0115448,Michael Gupta,Kolkata,Bike,4
DP0115449,Ishaan Chatterjee,Delhi,E-Bike,4.7
DP0115450,Ishaan Mukherjee,Bangalore,Scooter,4
DP0115451,Sai Iyer,Delhi,Scooter,3.5
DP0115452,Dhruv Mehta,Hyderabad,Bicycle,4
DP0115453,Isha Das,Kolkata,Bicycle,4.6
DP0115454,Anjali Mehta,Mumbai,E-Bike,4.5
DP0115455,Michael Wilson,Pune,Bicycle,4
DP0115456,Rohan Smith,Delhi,Bicycle,4.3
DP0115457,Aarav Das,Chennai,Bicycle,3.7
DP0115458,Jennifer Smith,Bangalore,Scooter,3.2
DP0115459,Aryan Sharma,Chennai,Scooter,3.4
DP0115460,Saanvi Iyer,Kolkata,Scooter,3.9
DP0115461,Aarav Garcia,Chennai,Scooter,3.7
DP0115462,Sneha Chopra,Bangalore,E-Bike,3.6
DP0115463,David Williams,Pune,E-Bike,4.9
DP0115464,Rohan Davis,Pune,Bicycle,4.7
DP0115465,William Das,Kolkata,Scooter,4.6
DP0115466,Kiara Chatterjee,Hyderabad,Bike,4.7
DP0115467,Isha Smith,Hyderabad,Bicycle,3.4
DP0115468,Isha Chatterjee,Pune,Bike,4.1
DP0115469,Rahul Gupta,Delhi,E-Bike,3.4
DP0115470,Vihaan Davis,Pune,Scooter,3.6
DP0115471,Mary Wilson,Hyderabad,Bike,3.4
DP0115472,Robert Malhotra,Delhi,Bike,4
DP0115473,Pooja Garcia,Pune,Scooter,3.8
DP0115474,Michael Miller,Chennai,Scooter,4.2
DP0115475,Vivaan Patel,Chennai,Scooter,3.5
DP0115476,Mary Gupta,Chennai,Scooter,3.5
DP0115477,Michael Nair,Chennai,Scooter,3.1
DP0115478,Vihaan Chatterjee,Mumbai,E-Bike,3.2
DP0115479,Rohan Malhotra,Delhi,Bike,4.1
DP0115480,Meera Patel,Chennai,Scooter,3.5
DP0115481,Ayaan Sharma,Pune,Scooter,3.4
DP0115482,James Mukherjee,Delhi,Bicycle,4.2
DP0115483,Anjali Brown,Bangalore,Bicycle,4
DP0115484,Dhruv Jones,Chennai,E-Bike,4
DP0115485,William Joshi,Delhi,Bike,3.7
DP0115486,Ayaan Johnson,Bangalore,E-Bike,3.4
DP0115487,Rohan Gupta,Kolkata,Bike,4.8
DP0115488,Aryan Chopra,Hyderabad,Bike,3
DP0115489,Vikram Mukherjee,Mumbai,Bike,4.9
DP0115490,Isha Das,Pune,E-Bike,4.8
DP0115491,Meera Gupta,Bangalore,E-Bike,4
DP0115492,Ayaan Das,Mumbai,Scooter,4.2
DP0115493,Vihaan Mehta,Kolkata,Bicycle,4.2
DP0115494,Aryan Miller,Bangalore,Scooter,4
DP0115495,Rohan Brown,Hyderabad,E-Bike,3.3
DP0115496,Amit Verma,Pune,Bike,4.8
DP0115497,Patricia Rao,Hyderabad,E-Bike,3.5
DP0115498,Aarav Chopra,Chennai,Bike,3.5
DP0115499,Krishna Bose,Kolkata,E-Bike,4
DP0115500,Rohan Verma,Bangalore,Bicycle,4.5
DP0115501,Ishaan Anderson,Hyderabad,E-Bike,3.2
DP0115502,Neha Gupta,Delhi,E-Bike,3.5
DP0115503,Saanvi Verma,Chennai,Bicycle,3.3
DP0115504,Dhruv Sharma,Mumbai,Scooter,4.6
DP0115505,Sneha Bose,Kolkata,E-Bike,3.9
DP0115506,David Nair,Hyderabad,Bike,4.3
DP0115507,Pooja Bhatt,Pune,E-Bike,3.1
DP0115508,Rahul Chatterjee,Delhi,Bike,3.4
DP0115509,Dhruv Mehta,Chennai,E-Bike,4.6
DP0115510,Saanvi Miller,Delhi,E-Bike,4.7
DP0115511,Kabir Chatterjee,Chennai,Scooter,4.7
DP0115512,David Wilson,Kolkata,Bicycle,4.8
DP0115513,James Mehta,Bangalore,E-Bike,3.7
DP0115514,Aadhya Smith,Chennai,E-Bike,4.5
DP0115515,Meera Nair,Chennai,Bike,4
DP0115516,Anjali Brown,Bangalore,Scooter,4.5
DP0115517,Dhruv Gupta,Hyderabad,E-Bike,4
DP0115518,Vikram Anderson,Hyderabad,Scooter,4.6
DP0115519,Aadhya Rao,Kolkata,Bicycle,3.3
DP0115520,Karan Rao,Delhi,Bicycle,3.3
DP0115521,Saanvi Gupta,Hyderabad,Scooter,4
DP0115522,Aditya Wilson,Mumbai,Bicycle,3.5
DP0115523,Ananya Malhotra,Bangalore,E-Bike,3.7
DP0115524,David Smith,Mumbai,Bike,4.1
DP0115525,Michael Anderson,Chennai,Scooter,4.5
DP0115526,William Wilson,Mumbai,Bicycle,3.6
DP0115527,Reyansh Anderson,Kolkata,Bicycle,4.7
DP0115528,Mary Malhotra,Mumbai,Scooter,3
DP0115529,Rahul Chopra,Delhi,Scooter,3.7
DP0115530,Kabir Kumar,Hyderabad,E-Bike,4.5
DP0115531,Aarav Iyer,Mumbai,Scooter,4
